XX,Start,End,Term,Ontology,Identifier,Test_no
00000,11614,11619,human,Species,9606,319B
00000,11695,11708,Phototoxicity,Disease,MESH:D017484,319B
00000,11928,11938,phototoxic,Disease,MESH:D017484,319B
00000,12097,12102,Human,Species,9606,319B
00000,12404,12409,human,Species,9606,319B
00000,12541,12546,human,Species,9606,319B
00000,13346,13359,Phototoxicity,Disease,MESH:D017484,319B
00000,13421,13433,cytotoxicity,Disease,MESH:D064420,319B
00000,13605,13610,Human,Species,9606,319B
00000,13911,13916,human,Species,9606,319B
00000,14048,14053,human,Species,9606,319B
00000,14923,14928,Human,Species,9606,319B
00000,15624,15646,defines skin corrosion,Disease,MESH:D012871,319B
00000,15779,15793,skin corrosion,Disease,MESH:D012871,319B
00000,15809,15814,human,Species,9606,319B
00000,16408,16413,Human,Species,9606,319B
00000,16482,16487,human,Species,9606,319B
00000,16511,16525,skin corrosion,Disease,MESH:D012871,319B
00000,16566,16580,Skin corrosion,Disease,MESH:D012871,319B
00000,16663,16671,necrosis,Disease,MESH:D009336,319B
00000,16819,16828,Mammalian,Species,9606,319B
00000,16864,16868,Hprt,Gene,3251,319B
00000,16896,16905,mammalian,Species,9606,319B
00000,17060,17095,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,319B
00000,17109,17113,HPRT,Gene,3251,319B
00000,17138,17168,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,319B
00000,17193,17197,HPRT,Gene,3251,319B
00000,17292,17301,Mammalian,Species,9606,319B
00000,17337,17346,Thymidine,Chemical,MESH:D013936,319B
00000,17371,17380,mammalian,Species,9606,319B
00000,17513,17522,mammalian,Species,9606,319B
00000,17611,17615,7.2C,CellLine,CVCL:J025,319B
00000,17630,17635,mouse,Species,10090,319B
00000,17636,17644,lymphoma,Disease,MESH:D008223,319B
00000,17652,17655,MLA,Chemical,MESH:C521086,319B
00000,17817,17826,Mammalian,Species,9606,319B
00000,17862,17866,Hprt,Gene,3251,319B
00000,17894,17903,mammalian,Species,9606,319B
00000,18058,18093,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,319B
00000,18107,18111,HPRT,Gene,3251,319B
00000,18136,18166,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,319B
00000,18191,18195,HPRT,Gene,3251,319B
00000,18290,18304,skin corrosion,Disease,MESH:D012871,319B
00000,18320,18325,human,Species,9606,319B
00000,18889,18898,Mammalian,Species,9606,319B
00000,18934,18943,Thymidine,Chemical,MESH:D013936,319B
00000,18968,18977,mammalian,Species,9606,319B
00000,19110,19119,mammalian,Species,9606,319B
00000,19208,19212,7.2C,CellLine,CVCL:J025,319B
00000,19227,19232,mouse,Species,10090,319B
00000,19233,19241,lymphoma,Disease,MESH:D008223,319B
00000,19249,19252,MLA,Chemical,MESH:C521086,319B
00000,19518,19523,human,Species,9606,319B
00000,19540,19554,skin corrosion,Disease,MESH:D012871,319B
00000,19575,19578,rat,Species,10116,319B
00000,19949,19954,Human,Species,9606,319B
00000,20023,20028,human,Species,9606,319B
00000,20052,20066,skin corrosion,Disease,MESH:D012871,319B
00000,20107,20121,Skin corrosion,Disease,MESH:D012871,319B
00000,20204,20212,necrosis,Disease,MESH:D009336,319B
00000,20471,20476,human,Species,9606,319B
00000,20500,20514,skin corrosion,Disease,MESH:D012871,319B
00000,20555,20569,Skin corrosion,Disease,MESH:D012871,319B
00000,20652,20660,necrosis,Disease,MESH:D009336,319B
00000,20863,20872,Mammalian,Species,9606,319B
00000,20924,20937,Guideline 479,Chemical,MESH:C000596309,319B
00000,21003,21012,Mammalian,Species,9606,319B
00000,21166,21183,Estrogen Receptor,Gene,2099,319B
00000,21358,21375,Estrogen Receptor,Gene,2099,319B
00000,21510,21527,estrogen receptor,Gene,2099,319B
00000,21758,21771,ERa-HeLa-9903,CellLine,CVCL:2485,319B
00000,21798,21803,human,Species,9606,319B
00000,21813,21818,tumor,Disease,MESH:D009369,319B
00000,21828,21831,BG1,CellLine,CVCL:6570,319B
00000,21857,21860,BG1,CellLine,CVCL:6570,319B
00000,21865,21867,E2,CellLine,CVCL:6769,319B
00000,21894,21899,human,Species,9606,319B
00000,21900,21922,ovarian adenocarcinoma,Disease,MESH:D010051,319B
00000,22887,22904,Estrogen Receptor,Gene,2099,319B
00000,23079,23096,Estrogen Receptor,Gene,2099,319B
00000,23231,23248,estrogen receptor,Gene,2099,319B
00000,23479,23492,ERa-HeLa-9903,CellLine,CVCL:2485,319B
00000,23519,23524,human,Species,9606,319B
00000,23534,23539,tumor,Disease,MESH:D009369,319B
00000,23549,23552,BG1,CellLine,CVCL:6570,319B
00000,23578,23581,BG1,CellLine,CVCL:6570,319B
00000,23586,23588,E2,CellLine,CVCL:6769,319B
00000,23615,23620,human,Species,9606,319B
00000,23621,23643,ovarian adenocarcinoma,Disease,MESH:D010051,319B
00000,24564,24577,rainbow trout,Species,8022,319B
00000,24703,24716,rainbow trout,Species,8022,319B
00000,24719,24738,Oncorhynchus mykiss,Species,8022,319B
00000,25473,25486,rainbow trout,Species,8022,319B
00000,25566,25579,rainbow trout,Species,8022,319B
00000,25582,25601,Oncorhynchus mykiss,Species,8022,319B
00000,26384,26401,Estrogen Receptor,Gene,100136026,319B
00000,26561,26578,Estrogen Receptor,Gene,100136026,319B
00000,26691,26708,estrogen receptor,Gene,100136026,319B
00000,26923,26936,ERa-HeLa-9903,CellLine,CVCL:2485,319B
00000,26963,26968,human,Species,9606,319B
00000,26978,26983,tumor,Disease,MESH:D009369,319B
00000,26993,26996,BG1,CellLine,CVCL:6570,319B
00000,27022,27025,BG1,CellLine,CVCL:6570,319B
00000,27030,27032,E2,CellLine,CVCL:6769,319B
00000,27059,27064,human,Species,9606,319B
00000,27065,27087,ovarian adenocarcinoma,Disease,MESH:D010051,319B
00000,27919,27928,Mammalian,Species,9606,319B
00000,27989,28002,Guideline 482,Chemical,MESH:C056814,319B
00000,28076,28085,Mammalian,Species,9606,319B
00000,28508,28518,eye damage,Disease,MESH:D005131,319B
00000,28573,28587,eye irritation,Disease,MESH:D005128,319B
00000,28599,28609,eye damage,Disease,MESH:D005131,319B
00000,29754,29766,cytotoxicity,Disease,MESH:D064420,319B
00000,29871,29875,SIRC,CellLine,CVCL:2724,319B
00000,29906,29919,polycarbonate,Chemical,MESH:C028237,319B
00000,29983,29995,cytotoxicity,Disease,MESH:D064420,319B
00000,30052,30056,SIRC,CellLine,CVCL:2724,319B
00000,30165,30178,ocular damage,Disease,MESH:D009422,319B
00000,30384,30418,Thiazolyl Blue Tetrazolium Bromide,Chemical,MESH:C022616,319B
00000,30924,30929,Human,Species,9606,319B
00000,30942,30959,Estrogen Receptor,Gene,2099,319B
00000,31133,31138,human,Species,9606,319B
00000,31193,31210,estrogen receptor,Gene,2099,319B
00000,31348,31365,estrogen receptor,Gene,2099,319B
00000,31573,31590,Estrogen Receptor,Gene,2099,319B
00000,31630,31635,Human,Species,9606,319B
00000,31720,31737,Estrogen Receptor,Gene,2099,319B
00000,31760,31765,Human,Species,9606,319B
00000,31871,31884,17b-estradiol,Chemical,MESH:D020381,319B
00000,64,68,442E,Chemical,428
00000,306,311,human,Species,9606,428
00000,335,353,skin sensitisation,Disease,MESH:D012871,428
00000,516,519,AOP,Chemical,MESH:C111989,428
00000,545,563,Skin sensitisation,Disease,MESH:D012871,428
00000,841,844,AOP,Chemical,MESH:C111989,428
00000,854,859,human,Species,9606,428
00000,913,917,U937,CellLine,CVCL:0007,428
00000,949,953,SENS,Gene,284252,428
00000,968,981,Interleukin-8,Gene,3576,428
00000,1005,1009,IL-8,Gene,3576,428
00000,1359,1363,CD54,Gene,3383,428
00000,1365,1369,CD86,Gene,942,428
00000,1389,1393,IL-8,Gene,3576,428
00000,1475,1479,SENS,Gene,284252,428
00000,1589,1601,fluorochrome,Chemical,MESH:D005456,428
00000,1628,1632,IL-8,Gene,3576,428
00000,1659,1663,IL-8,Gene,3576,428
00000,1762,1766,IL-8,Gene,3576,428
00000,2032,2041,Mammalian,Species,9606,428
00000,2794,2801,mitosis,Disease,OMIM:604588,428
00000,2992,2999,mitosis,Disease,OMIM:604588,428
00000,3057,3062,Human,Species,9606,428
00000,3364,3369,human,Species,9606,428
00000,3501,3506,human,Species,9606,428
00000,4379,4383,IL-2,Gene,3558,428
00000,4432,4436,IL-2,Gene,3558,428
00000,4743,4747,IL-2,Gene,3558,428
00000,4749,4754,IFN-g,Gene,3458,428
00000,4759,4764,GAPDH,Gene,2597,428
00000,4976,4980,Nrf2,Gene,4780,428
00000,5044,5049,human,Species,9606,428
00000,5073,5091,skin sensitisation,Disease,MESH:D012871,428
00000,5132,5150,Skin sensitisation,Disease,MESH:D012871,428
00000,5411,5415,Nrf2,Gene,4780,428
00000,5618,5636,skin sensitisation,Disease,MESH:D012871,428
00000,5917,5921,Nrf2,Gene,4780,428
00000,6266,6270,Nrf2,Gene,4780,428
00000,6484,6488,Nrf2,Gene,4780,428
00000,6609,6613,Nrf2,Gene,4780,428
00000,6846,6855,Mammalian,Species,9606,428
00000,7017,7026,mammalian,Species,9606,428
00000,7042,7064,Structural aberrations,Disease,MESH:D002869,428
00000,7137,7146,Mammalian,Species,9606,428
00000,7899,7906,mitosis,Disease,OMIM:604588,428
00000,8097,8104,mitosis,Disease,OMIM:604588,428
00000,8132,8141,Mammalian,Species,9606,428
00000,8303,8312,mammalian,Species,9606,428
00000,8328,8350,Structural aberrations,Disease,MESH:D002869,428
00000,8423,8432,Mammalian,Species,9606,428
00000,9185,9192,mitosis,Disease,OMIM:604588,428
00000,9383,9390,mitosis,Disease,OMIM:604588,428
00000,9776,9785,Mammalian,Species,9606,428
00000,9946,9955,mammalian,Species,9606,428
00000,9971,9993,Structural aberrations,Disease,MESH:D002869,428
00000,10131,10144,Guideline 435,Chemical,MESH:C002099,428
00000,10599,10608,Mammalian,Species,9606,428
00000,10645,10654,mammalian,Species,9606,428
00000,10827,10836,thymidine,Chemical,MESH:D013936,428
00000,10853,10888,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,428
00000,10902,10906,HPRT,Gene,3251,428
00000,10928,10958,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,428
00000,10987,10991,HPRT,Gene,3251,428
00000,11086,11099,Phototoxicity,Disease,MESH:D017484,428
00000,11116,11121,Human,Species,9606,428
00000,11132,11175,Phototoxicity test methodSkin phototoxicity,Disease,MESH:D017484,428
00000,11389,11394,human,Species,9606,428
00000,11405,11418,phototoxicity,Disease,MESH:D017484,428
00000,11457,11467,phototoxic,Disease,MESH:D017484,428
00000,11540,11545,human,Species,9606,428
00000,11621,11634,Phototoxicity,Disease,MESH:D017484,428
00000,11854,11864,phototoxic,Disease,MESH:D017484,428
00000,12023,12028,Human,Species,9606,428
00000,12330,12335,human,Species,9606,428
00000,12467,12472,human,Species,9606,428
00000,13272,13285,Phototoxicity,Disease,MESH:D017484,428
00000,13347,13359,cytotoxicity,Disease,MESH:D064420,428
00000,13531,13536,Human,Species,9606,428
00000,13837,13842,human,Species,9606,428
00000,13974,13979,human,Species,9606,428
00000,14849,14854,Human,Species,9606,428
00000,15550,15572,defines skin corrosion,Disease,MESH:D012871,428
00000,15705,15719,skin corrosion,Disease,MESH:D012871,428
00000,15735,15740,human,Species,9606,428
00000,16334,16339,Human,Species,9606,428
00000,16408,16413,human,Species,9606,428
00000,16437,16451,skin corrosion,Disease,MESH:D012871,428
00000,16492,16506,Skin corrosion,Disease,MESH:D012871,428
00000,16589,16597,necrosis,Disease,MESH:D009336,428
00000,16745,16754,Mammalian,Species,9606,428
00000,16790,16794,Hprt,Gene,3251,428
00000,16822,16831,mammalian,Species,9606,428
00000,16986,17021,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,428
00000,17035,17039,HPRT,Gene,3251,428
00000,17064,17094,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,428
00000,17119,17123,HPRT,Gene,3251,428
00000,17218,17227,Mammalian,Species,9606,428
00000,17263,17272,Thymidine,Chemical,MESH:D013936,428
00000,17297,17306,mammalian,Species,9606,428
00000,17439,17448,mammalian,Species,9606,428
00000,17537,17541,7.2C,CellLine,CVCL:J025,428
00000,17556,17561,mouse,Species,10090,428
00000,17562,17570,lymphoma,Disease,MESH:D008223,428
00000,17578,17581,MLA,Chemical,MESH:C521086,428
00000,17743,17752,Mammalian,Species,9606,428
00000,17788,17792,Hprt,Gene,3251,428
00000,17820,17829,mammalian,Species,9606,428
00000,17984,18019,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,428
00000,18033,18037,HPRT,Gene,3251,428
00000,18062,18092,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,428
00000,18117,18121,HPRT,Gene,3251,428
00000,18216,18230,skin corrosion,Disease,MESH:D012871,428
00000,18246,18251,human,Species,9606,428
00000,18815,18824,Mammalian,Species,9606,428
00000,18860,18869,Thymidine,Chemical,MESH:D013936,428
00000,18894,18903,mammalian,Species,9606,428
00000,19036,19045,mammalian,Species,9606,428
00000,19134,19138,7.2C,CellLine,CVCL:J025,428
00000,19153,19158,mouse,Species,10090,428
00000,19159,19167,lymphoma,Disease,MESH:D008223,428
00000,19175,19178,MLA,Chemical,MESH:C521086,428
00000,19444,19449,human,Species,9606,428
00000,19466,19480,skin corrosion,Disease,MESH:D012871,428
00000,19501,19504,rat,Species,10116,428
00000,19875,19880,Human,Species,9606,428
00000,19949,19954,human,Species,9606,428
00000,19978,19992,skin corrosion,Disease,MESH:D012871,428
00000,20033,20047,Skin corrosion,Disease,MESH:D012871,428
00000,20130,20138,necrosis,Disease,MESH:D009336,428
00000,20397,20402,human,Species,9606,428
00000,20426,20440,skin corrosion,Disease,MESH:D012871,428
00000,20481,20495,Skin corrosion,Disease,MESH:D012871,428
00000,20578,20586,necrosis,Disease,MESH:D009336,428
00000,20789,20798,Mammalian,Species,9606,428
00000,20850,20863,Guideline 479,Chemical,MESH:C000596309,428
00000,20929,20938,Mammalian,Species,9606,428
00000,21092,21109,Estrogen Receptor,Gene,2099,428
00000,21284,21301,Estrogen Receptor,Gene,2099,428
00000,21436,21453,estrogen receptor,Gene,2099,428
00000,21684,21697,ERa-HeLa-9903,CellLine,CVCL:2485,428
00000,21724,21729,human,Species,9606,428
00000,21739,21744,tumor,Disease,MESH:D009369,428
00000,21754,21757,BG1,CellLine,CVCL:6570,428
00000,21783,21786,BG1,CellLine,CVCL:6570,428
00000,21791,21793,E2,CellLine,CVCL:6769,428
00000,21820,21825,human,Species,9606,428
00000,21826,21848,ovarian adenocarcinoma,Disease,MESH:D010051,428
00000,22813,22830,Estrogen Receptor,Gene,2099,428
00000,23005,23022,Estrogen Receptor,Gene,2099,428
00000,23157,23174,estrogen receptor,Gene,2099,428
00000,23405,23418,ERa-HeLa-9903,CellLine,CVCL:2485,428
00000,23445,23450,human,Species,9606,428
00000,23460,23465,tumor,Disease,MESH:D009369,428
00000,23475,23478,BG1,CellLine,CVCL:6570,428
00000,23504,23507,BG1,CellLine,CVCL:6570,428
00000,23512,23514,E2,CellLine,CVCL:6769,428
00000,23541,23546,human,Species,9606,428
00000,23547,23569,ovarian adenocarcinoma,Disease,MESH:D010051,428
00000,24490,24503,rainbow trout,Species,8022,428
00000,24629,24642,rainbow trout,Species,8022,428
00000,24645,24664,Oncorhynchus mykiss,Species,8022,428
00000,25399,25412,rainbow trout,Species,8022,428
00000,25492,25505,rainbow trout,Species,8022,428
00000,25508,25527,Oncorhynchus mykiss,Species,8022,428
00000,26310,26327,Estrogen Receptor,Gene,100136026,428
00000,26487,26504,Estrogen Receptor,Gene,100136026,428
00000,26617,26634,estrogen receptor,Gene,100136026,428
00000,26849,26862,ERa-HeLa-9903,CellLine,CVCL:2485,428
00000,26889,26894,human,Species,9606,428
00000,26904,26909,tumor,Disease,MESH:D009369,428
00000,26919,26922,BG1,CellLine,CVCL:6570,428
00000,26948,26951,BG1,CellLine,CVCL:6570,428
00000,26956,26958,E2,CellLine,CVCL:6769,428
00000,26985,26990,human,Species,9606,428
00000,26991,27013,ovarian adenocarcinoma,Disease,MESH:D010051,428
00000,27845,27854,Mammalian,Species,9606,428
00000,27915,27928,Guideline 482,Chemical,MESH:C056814,428
00000,28002,28011,Mammalian,Species,9606,428
00000,28434,28444,eye damage,Disease,MESH:D005131,428
00000,28499,28513,eye irritation,Disease,MESH:D005128,428
00000,28525,28535,eye damage,Disease,MESH:D005131,428
00000,29680,29692,cytotoxicity,Disease,MESH:D064420,428
00000,29797,29801,SIRC,CellLine,CVCL:2724,428
00000,29832,29845,polycarbonate,Chemical,MESH:C028237,428
00000,29909,29921,cytotoxicity,Disease,MESH:D064420,428
00000,29978,29982,SIRC,CellLine,CVCL:2724,428
00000,30091,30104,ocular damage,Disease,MESH:D009422,428
00000,30310,30344,Thiazolyl Blue Tetrazolium Bromide,Chemical,MESH:C022616,428
00000,30850,30855,Human,Species,9606,428
00000,30868,30885,Estrogen Receptor,Gene,2099,428
00000,31059,31064,human,Species,9606,428
00000,31119,31136,estrogen receptor,Gene,2099,428
00000,31274,31291,estrogen receptor,Gene,2099,428
00000,31499,31516,Estrogen Receptor,Gene,2099,428
00000,31556,31561,Human,Species,9606,428
00000,31646,31663,Estrogen Receptor,Gene,2099,428
00000,31686,31691,Human,Species,9606,428
00000,31797,31810,17b-estradiol,Chemical,MESH:D020381,428
00000,35,48,Phototoxicity,Disease,MESH:D017484,432
00000,67,71,442E,Chemical,432
00000,309,314,human,Species,9606,432
00000,338,356,skin sensitisation,Disease,MESH:D012871,432
00000,519,522,AOP,Chemical,MESH:C111989,432
00000,548,566,Skin sensitisation,Disease,MESH:D012871,432
00000,844,847,AOP,Chemical,MESH:C111989,432
00000,857,862,human,Species,9606,432
00000,916,920,U937,CellLine,CVCL:0007,432
00000,952,956,SENS,Gene,284252,432
00000,971,984,Interleukin-8,Gene,3576,432
00000,1008,1012,IL-8,Gene,3576,432
00000,1362,1366,CD54,Gene,3383,432
00000,1368,1372,CD86,Gene,942,432
00000,1392,1396,IL-8,Gene,3576,432
00000,1478,1482,SENS,Gene,284252,432
00000,1592,1604,fluorochrome,Chemical,MESH:D005456,432
00000,1631,1635,IL-8,Gene,3576,432
00000,1662,1666,IL-8,Gene,3576,432
00000,1765,1769,IL-8,Gene,3576,432
00000,2035,2044,Mammalian,Species,9606,432
00000,2797,2804,mitosis,Disease,OMIM:604588,432
00000,2995,3002,mitosis,Disease,OMIM:604588,432
00000,3060,3065,Human,Species,9606,432
00000,3367,3372,human,Species,9606,432
00000,3504,3509,human,Species,9606,432
00000,4382,4386,IL-2,Gene,3558,432
00000,4435,4439,IL-2,Gene,3558,432
00000,4746,4750,IL-2,Gene,3558,432
00000,4752,4757,IFN-g,Gene,3458,432
00000,4762,4767,GAPDH,Gene,2597,432
00000,4979,4983,Nrf2,Gene,4780,432
00000,5047,5052,human,Species,9606,432
00000,5076,5094,skin sensitisation,Disease,MESH:D012871,432
00000,5135,5153,Skin sensitisation,Disease,MESH:D012871,432
00000,5414,5418,Nrf2,Gene,4780,432
00000,5621,5639,skin sensitisation,Disease,MESH:D012871,432
00000,5920,5924,Nrf2,Gene,4780,432
00000,6269,6273,Nrf2,Gene,4780,432
00000,6487,6491,Nrf2,Gene,4780,432
00000,6612,6616,Nrf2,Gene,4780,432
00000,6849,6858,Mammalian,Species,9606,432
00000,7020,7029,mammalian,Species,9606,432
00000,7045,7067,Structural aberrations,Disease,MESH:D002869,432
00000,7140,7149,Mammalian,Species,9606,432
00000,7902,7909,mitosis,Disease,OMIM:604588,432
00000,8100,8107,mitosis,Disease,OMIM:604588,432
00000,8135,8144,Mammalian,Species,9606,432
00000,8306,8315,mammalian,Species,9606,432
00000,8331,8353,Structural aberrations,Disease,MESH:D002869,432
00000,8426,8435,Mammalian,Species,9606,432
00000,9188,9195,mitosis,Disease,OMIM:604588,432
00000,9386,9393,mitosis,Disease,OMIM:604588,432
00000,9779,9788,Mammalian,Species,9606,432
00000,9949,9958,mammalian,Species,9606,432
00000,9974,9996,Structural aberrations,Disease,MESH:D002869,432
00000,10134,10147,Guideline 435,Chemical,MESH:C002099,432
00000,10602,10611,Mammalian,Species,9606,432
00000,10648,10657,mammalian,Species,9606,432
00000,10830,10839,thymidine,Chemical,MESH:D013936,432
00000,10856,10891,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,432
00000,10905,10909,HPRT,Gene,3251,432
00000,10931,10961,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,432
00000,10990,10994,HPRT,Gene,3251,432
00000,11089,11102,Phototoxicity,Disease,MESH:D017484,432
00000,11119,11124,Human,Species,9606,432
00000,11135,11178,Phototoxicity test methodSkin phototoxicity,Disease,MESH:D017484,432
00000,11392,11397,human,Species,9606,432
00000,11408,11421,phototoxicity,Disease,MESH:D017484,432
00000,11460,11470,phototoxic,Disease,MESH:D017484,432
00000,11543,11548,human,Species,9606,432
00000,11624,11637,Phototoxicity,Disease,MESH:D017484,432
00000,11857,11867,phototoxic,Disease,MESH:D017484,432
00000,12026,12031,Human,Species,9606,432
00000,12333,12338,human,Species,9606,432
00000,12470,12475,human,Species,9606,432
00000,13275,13288,Phototoxicity,Disease,MESH:D017484,432
00000,13350,13362,cytotoxicity,Disease,MESH:D064420,432
00000,13534,13539,Human,Species,9606,432
00000,13840,13845,human,Species,9606,432
00000,13977,13982,human,Species,9606,432
00000,14852,14857,Human,Species,9606,432
00000,15553,15575,defines skin corrosion,Disease,MESH:D012871,432
00000,15708,15722,skin corrosion,Disease,MESH:D012871,432
00000,15738,15743,human,Species,9606,432
00000,16337,16342,Human,Species,9606,432
00000,16411,16416,human,Species,9606,432
00000,16440,16454,skin corrosion,Disease,MESH:D012871,432
00000,16495,16509,Skin corrosion,Disease,MESH:D012871,432
00000,16592,16600,necrosis,Disease,MESH:D009336,432
00000,16748,16757,Mammalian,Species,9606,432
00000,16793,16797,Hprt,Gene,3251,432
00000,16825,16834,mammalian,Species,9606,432
00000,16989,17024,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,432
00000,17038,17042,HPRT,Gene,3251,432
00000,17067,17097,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,432
00000,17122,17126,HPRT,Gene,3251,432
00000,17221,17230,Mammalian,Species,9606,432
00000,17266,17275,Thymidine,Chemical,MESH:D013936,432
00000,17300,17309,mammalian,Species,9606,432
00000,17442,17451,mammalian,Species,9606,432
00000,17540,17544,7.2C,CellLine,CVCL:J025,432
00000,17559,17564,mouse,Species,10090,432
00000,17565,17573,lymphoma,Disease,MESH:D008223,432
00000,17581,17584,MLA,Chemical,MESH:C521086,432
00000,17746,17755,Mammalian,Species,9606,432
00000,17791,17795,Hprt,Gene,3251,432
00000,17823,17832,mammalian,Species,9606,432
00000,17987,18022,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,432
00000,18036,18040,HPRT,Gene,3251,432
00000,18065,18095,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,432
00000,18120,18124,HPRT,Gene,3251,432
00000,18219,18233,skin corrosion,Disease,MESH:D012871,432
00000,18249,18254,human,Species,9606,432
00000,18818,18827,Mammalian,Species,9606,432
00000,18863,18872,Thymidine,Chemical,MESH:D013936,432
00000,18897,18906,mammalian,Species,9606,432
00000,19039,19048,mammalian,Species,9606,432
00000,19137,19141,7.2C,CellLine,CVCL:J025,432
00000,19156,19161,mouse,Species,10090,432
00000,19162,19170,lymphoma,Disease,MESH:D008223,432
00000,19178,19181,MLA,Chemical,MESH:C521086,432
00000,19447,19452,human,Species,9606,432
00000,19469,19483,skin corrosion,Disease,MESH:D012871,432
00000,19504,19507,rat,Species,10116,432
00000,19878,19883,Human,Species,9606,432
00000,19952,19957,human,Species,9606,432
00000,19981,19995,skin corrosion,Disease,MESH:D012871,432
00000,20036,20050,Skin corrosion,Disease,MESH:D012871,432
00000,20133,20141,necrosis,Disease,MESH:D009336,432
00000,20400,20405,human,Species,9606,432
00000,20429,20443,skin corrosion,Disease,MESH:D012871,432
00000,20484,20498,Skin corrosion,Disease,MESH:D012871,432
00000,20581,20589,necrosis,Disease,MESH:D009336,432
00000,20792,20801,Mammalian,Species,9606,432
00000,20853,20866,Guideline 479,Chemical,MESH:C000596309,432
00000,20932,20941,Mammalian,Species,9606,432
00000,21095,21112,Estrogen Receptor,Gene,2099,432
00000,21287,21304,Estrogen Receptor,Gene,2099,432
00000,21439,21456,estrogen receptor,Gene,2099,432
00000,21687,21700,ERa-HeLa-9903,CellLine,CVCL:2485,432
00000,21727,21732,human,Species,9606,432
00000,21742,21747,tumor,Disease,MESH:D009369,432
00000,21757,21760,BG1,CellLine,CVCL:6570,432
00000,21786,21789,BG1,CellLine,CVCL:6570,432
00000,21794,21796,E2,CellLine,CVCL:6769,432
00000,21823,21828,human,Species,9606,432
00000,21829,21851,ovarian adenocarcinoma,Disease,MESH:D010051,432
00000,22816,22833,Estrogen Receptor,Gene,2099,432
00000,23008,23025,Estrogen Receptor,Gene,2099,432
00000,23160,23177,estrogen receptor,Gene,2099,432
00000,23408,23421,ERa-HeLa-9903,CellLine,CVCL:2485,432
00000,23448,23453,human,Species,9606,432
00000,23463,23468,tumor,Disease,MESH:D009369,432
00000,23478,23481,BG1,CellLine,CVCL:6570,432
00000,23507,23510,BG1,CellLine,CVCL:6570,432
00000,23515,23517,E2,CellLine,CVCL:6769,432
00000,23544,23549,human,Species,9606,432
00000,23550,23572,ovarian adenocarcinoma,Disease,MESH:D010051,432
00000,24493,24506,rainbow trout,Species,8022,432
00000,24632,24645,rainbow trout,Species,8022,432
00000,24648,24667,Oncorhynchus mykiss,Species,8022,432
00000,25402,25415,rainbow trout,Species,8022,432
00000,25495,25508,rainbow trout,Species,8022,432
00000,25511,25530,Oncorhynchus mykiss,Species,8022,432
00000,26313,26330,Estrogen Receptor,Gene,100136026,432
00000,26490,26507,Estrogen Receptor,Gene,100136026,432
00000,26620,26637,estrogen receptor,Gene,100136026,432
00000,26852,26865,ERa-HeLa-9903,CellLine,CVCL:2485,432
00000,26892,26897,human,Species,9606,432
00000,26907,26912,tumor,Disease,MESH:D009369,432
00000,26922,26925,BG1,CellLine,CVCL:6570,432
00000,26951,26954,BG1,CellLine,CVCL:6570,432
00000,26959,26961,E2,CellLine,CVCL:6769,432
00000,26988,26993,human,Species,9606,432
00000,26994,27016,ovarian adenocarcinoma,Disease,MESH:D010051,432
00000,27848,27857,Mammalian,Species,9606,432
00000,27918,27931,Guideline 482,Chemical,MESH:C056814,432
00000,28005,28014,Mammalian,Species,9606,432
00000,28437,28447,eye damage,Disease,MESH:D005131,432
00000,28502,28516,eye irritation,Disease,MESH:D005128,432
00000,28528,28538,eye damage,Disease,MESH:D005131,432
00000,29683,29695,cytotoxicity,Disease,MESH:D064420,432
00000,29800,29804,SIRC,CellLine,CVCL:2724,432
00000,29835,29848,polycarbonate,Chemical,MESH:C028237,432
00000,29912,29924,cytotoxicity,Disease,MESH:D064420,432
00000,29981,29985,SIRC,CellLine,CVCL:2724,432
00000,30094,30107,ocular damage,Disease,MESH:D009422,432
00000,30313,30347,Thiazolyl Blue Tetrazolium Bromide,Chemical,MESH:C022616,432
00000,30853,30858,Human,Species,9606,432
00000,30871,30888,Estrogen Receptor,Gene,2099,432
00000,31062,31067,human,Species,9606,432
00000,31122,31139,estrogen receptor,Gene,2099,432
00000,31277,31294,estrogen receptor,Gene,2099,432
00000,31502,31519,Estrogen Receptor,Gene,2099,432
00000,31559,31564,Human,Species,9606,432
00000,31649,31666,Estrogen Receptor,Gene,2099,432
00000,31689,31694,Human,Species,9606,432
00000,31800,31813,17b-estradiol,Chemical,MESH:D020381,432
00000,57,62,Human,Species,9606,431
00000,104,108,442E,Chemical,431
00000,346,351,human,Species,9606,431
